auteur,commentaire,likes,date_publication
@Abdel_inca26,qui regarde la vidéo alors que c'est tard et que demain il y a école 😅😅,1,2025-05-04T21:28:39Z
@yosh2793,"La vidéo est super, mais svp faites un effort c'est vraiment des exos de physique et pas de maths...",1,2025-05-04T21:28:38Z
@clip.for.you2,inviter de fou .meilleur episode d'imposteur !!!!!!!!!!,0,2025-05-04T21:28:28Z
@ProjectStuff,C’est vraiment le meilleur concept,0,2025-05-04T21:28:24Z
@luffy-67390,La 3eme manche à débuté tellement improbable 😂😂,0,2025-05-04T21:28:23Z
@sarahalice6321,Caroline a de trop bonnes vibes,0,2025-05-04T21:28:21Z
@anassbak7302,"Montage impeccable comme d’hab. l’histoire de Caro, j’ai hurlé de rire",0,2025-05-04T21:27:57Z
@erina_mms,"Ceux qui se plaignent des bruitages vous avez pas de vie ou quoi, si vous aimez pas cassez vous et mettez des bouchons d’oreilles y a pleins d’autres gens qui aiment les bruitages ça rajoute bcp . Mais les films français par exemple sans aucun son en arrière plan  ça ressemble au vide complet ça en devient limite gênant on entend mm le cameraman respirer",0,2025-05-04T21:27:48Z
@dadafan2.0,"28:50 il boie tranquille, alors que personne lui a permis",5,2025-05-04T21:27:42Z
@valentine_pgt,"J’adore ce feat incroyable,faites plus de trucs ensemble please ❤",0,2025-05-04T21:27:38Z
@aichiyounes9258,A quand des sportifs an invite teddy riner cyril gagne des jouer de l'équipe de france,0,2025-05-04T21:27:37Z
@enguerrandstoeux5684,beau prénom le deuxième,0,2025-05-04T21:27:34Z
@flashko4164,SDM il est trop marrant j’vous jure 😂,1,2025-05-04T21:27:23Z
@jako5710,ROBESTINE ! Si tu nous regardes big up à toi 🤟,0,2025-05-04T21:27:05Z
@charliebelck1474,le générique de fin est tlm drole,1,2025-05-04T21:27:02Z
@gabrielmeurisse6613,Tiakkooo il était loinnnn,2,2025-05-04T21:26:59Z
@Kyrzos,jten suplie squeezz essaye de faire un imposteur avc la feve et jolagreen jolagreen ya moyen car il kiffe les jeux comme toi,0,2025-05-04T21:26:49Z
@azrab55,"Merci au monteur, le montage est hilarant 🤣",0,2025-05-04T21:26:39Z
@Lea-b6g,"Par contre vraiment le JP meme moi je suis sur de l’avoir déjà vu à la télé 
Sa me perturbe 😂",0,2025-05-04T21:26:30Z
@floting6554,Caroline génial. Elle doit être très rassurante envers ses patients,0,2025-05-04T21:26:26Z
@ladyviolete,Mais mdrr les trous du docteur maboule sont très grand,0,2025-05-04T21:26:26Z
@redark_006,"""Robestine"" 😂😂😂😂",0,2025-05-04T21:26:23Z
@k7raiizzalex216,Sdm on est dans Game of thrones ou quoi😂😂,0,2025-05-04T21:26:23Z
@antoninkreutzer516,pourquoi tiakola il bouge partout comme ça il est trop chelou en plus,1,2025-05-04T21:26:22Z
@romanedrion1624,mais junioryudat il est connu on sait qu’il fait pas de claquette 😂😭,0,2025-05-04T21:26:20Z
@uzeyirbulduk9984,Prochain invité jul,0,2025-05-04T21:26:08Z
@mehdiallachi2734,J’ai jurer le montage m’a tabassée 🤣🤣🤣,0,2025-05-04T21:25:56Z
@tammyy2565,Oh le feat j’en pleure,1,2025-05-04T21:25:55Z
@malibressoud8161,Mais les gars JP c’était logique réfléchissez 😂 il a 50 ans il est chirurgien depuis 25 ans ? Et c’est 12 ans d’étude…. Il est chaud si il a commencé les étude à 13 ans hein 🤣🤣,0,2025-05-04T21:25:51Z
@BlondieMarion,vu le feat je like avant de regarder la vidéo,0,2025-05-04T21:25:51Z
@aaronbataille4220,J’aime trop tiakola et sdm,0,2025-05-04T21:25:45Z
@kuro4493,"Caroline, elle a l'air grave bon délire mdrrr😁",0,2025-05-04T21:25:28Z
@lisagarrido8078,Faudrait faire ça avec des écologues comme profession !,0,2025-05-04T21:25:25Z
@memphismemphis3728,excellent,0,2025-05-04T21:25:06Z
@simonbv7431,Ton prénom est pas breton bg,0,2025-05-04T21:24:57Z
@illumina_tiix7314,"Alors je sais pas si je peux me permettre, mais je trouve que les couleurs sont très mal géré, contrairement aux autres vidéos elles sont très chaudes
Et cette vidéo m’a fait du bien, ça m’a fait penser un peu à autre chose pendant une heure. Merci",0,2025-05-04T21:24:55Z
@baji6312,Faites que ce monde soit remplis de Caroline,1,2025-05-04T21:24:52Z
@herculive3788,"Squeezie stp fait des chaudronnier, c’est un métier super interessant",0,2025-05-04T21:24:50Z
@anniecarellepregnon5936,"Mdrrr ""ok Jimmy Neutron"" à 9 min c'est pour m'abattre 🤣🤣",0,2025-05-04T21:24:47Z
@Quins-x9e,c pas très agréables quand on conaiit pas les invités,0,2025-05-04T21:24:33Z
@titouyoutube6994,L épisode le plus drôle et de loin merci pour le divertissement 😂,1,2025-05-04T21:24:30Z
@matteoohouo4967,Waw meilleure vidéo 🤣,0,2025-05-04T21:23:48Z
@loann-xj4ou,Le théorème de Pythagore est en 4eme,0,2025-05-04T21:23:44Z
@LeonieDecadt,la vidéo est HILARANTE,0,2025-05-04T21:23:42Z
@safaddin3571,il est teubé tiakola,1,2025-05-04T21:23:39Z
@victordorin7002,"Le montage, c'est tellement une masterclass",1,2025-05-04T21:23:28Z
@nixen2523,"C'est moi où le montage est fais par un stagiaire de 8 ans qui s'est amuser à mettre tous les bruits dispo dans le dossier ""bruitages"" du monteur principal?🤨🤨",0,2025-05-04T21:23:17Z
@user-nb5pf9it6f,LE MONTAGE AVEC LA CHIRURGIENNE PTDRRRRRR,0,2025-05-04T21:23:02Z
@ethanbazil-yy1kb,Tiakola est hyperactif c une folieeee,2638,2025-05-04T21:22:59Z
@JodieRichardson-h6p,"Ils ont pas relevé mais JP 50 ans, 25 ans de pratique ? Donc chirurgien à 25 ans ? Impossible",1,2025-05-04T21:22:55Z
@aure7_926,Le monteur est vrmt exceptionnel ❤,0,2025-05-04T21:22:18Z
@kirikou_du_9372,Tiako c’est une galère à bouger de partout 🤣🤣,0,2025-05-04T21:22:16Z
@Floriane_Mirra,"Je suis toujours en aussi fan de ce concept. On découvre des personnes, des métiers, on rigole. À chacune des vidéos on passe un bon moment ✨😊",0,2025-05-04T21:21:38Z
@radicalfox4416,Les dernières secondes à la fin de l’outro sont à mourir de rire 😭🤣 et le monteur qui termine par un pet c’est exceptionnel comme contenu,0,2025-05-04T21:21:35Z
@faresdigy4280,Épisode de ouf 😂😂😂😂😂,0,2025-05-04T21:21:35Z
@missbuble1238,Tout mon soutien à moad qui a l'air exceptionnelle,0,2025-05-04T21:21:33Z
@Joel-r9y7s,Tous les barmans tremblent ??,0,2025-05-04T21:21:32Z
@adoxo7913,Le « j’ai failli faire une lorenzo » est vrmt le truc le plus drole qu’il pouvais sortir dommage qu’ils aient pas entendu 🤣🤣🤣,1,2025-05-04T21:21:26Z
@enpetarrrrr,j’ t’aime,0,2025-05-04T21:21:17Z
@eudetlafrappe,Tiakola il tient pas en place c'est fou mdr,1,2025-05-04T21:21:14Z
@missbuble1238,Fabien est vraiment une legende,0,2025-05-04T21:21:09Z
@younesntr,de loin la vidéo la plus drôle de cette chaîne,0,2025-05-04T21:21:00Z
@Suleiman-nd,Squeeze tiakola sdm les meilleurs feat en plus remplir le bercy !!,0,2025-05-04T21:20:59Z
@lucienfatet,"ça parle de villiers sur Marne dans un tournage de squeezie, nan boosté. Meilleure ville du 94 ❤️",0,2025-05-04T21:20:55Z
@Mitix-n13,oui bah dacoord toujours plus incroyable tes video,0,2025-05-04T21:20:30Z
@revisionbiologie,Frantz avait eu faux car il considéré que chaque quartier fesait 2km or c'était les 4quartiers réuni qui fesait 2km maigres qu'il soit pas prof il était pas sur la mauvaise voie...,2,2025-05-04T21:20:30Z
@kekefli4347,Trop drôle bravo 😊,0,2025-05-04T21:20:09Z
@sammy3630,"Ça fait longtemps , ça fait plaisir d’avoir un autre épisode",0,2025-05-04T21:19:50Z
@kakinhotv,c une galère tiakola 😂😂😂,0,2025-05-04T21:19:49Z
@carlafaldutoLEGACY,METTEZ DES PATISSIERS !!!,0,2025-05-04T21:19:29Z
@Mash9459,Serveur de Na’Na’ 😂😂😂😂,1,2025-05-04T21:19:28Z
@Arox-i3r,Trio de goat 🤣🤣,1,2025-05-04T21:19:27Z
@rootsgirl777,"26:48 MERCI!!! Ça rendait fou comment le mec fait 8km en moins d'une heure déjà, en plus il est chaud il va déjà à 5km/h c'est bon 😂",0,2025-05-04T21:19:26Z
@gt_pauline205_lardzxdf2,« y’a les infos des bars en description » moi: nan moi je veux les infos d’Enguerrand perso,0,2025-05-04T21:19:18Z
@sousou_smr,QUEL BANGER 👏🏼❤ je savais pas quoi regarder avant de dodo et là je vois un nouvel épisode. J'étais comme ça 🕺,0,2025-05-04T21:19:05Z
@hokiha,Meilleur épisode je pleure,0,2025-05-04T21:19:04Z
@noepayan4455,ils ont rate le pb de math de frantz c absolument pas  min*,0,2025-05-04T21:18:49Z
@pipouchou0,42:40 les cut scene me fumaient de rire à chaque fois 🤣😭,0,2025-05-04T21:18:49Z
@Miniacars,Dédicace à Robestine,0,2025-05-04T21:18:38Z
@MajdaBia,Mais SDM est vrmt trop drôle j’ai jamais vu ça 🤣🤣🤣,1,2025-05-04T21:18:37Z
@boudebouzrda,"L'energie de caroline, WoW opere moi pitié",0,2025-05-04T21:18:33Z
@matmatou907,Le calcul est quand même faux car le temps total = temps de marche + temps d'embrouille = 1h38 et non 1h36... Voilà,0,2025-05-04T21:18:27Z
@ruthlyn9912,❤,0,2025-05-04T21:18:09Z
@daemon-damtwitch-youtube552,Le prof ressemble au disjoncté de prison break 😱,0,2025-05-04T21:17:59Z
@mirasurlesresaux-2981,"33:24 C’est clichés mais réel. Prenez n’importe quel membre de ma famille, il claque son meilleur outfit 😂 (après ça dépend, genre moi ou certains oncles on s’en fout)",11,2025-05-04T21:17:46Z
@yaniselouakiri8465,Mais c’est des problèmes de physique pas de maths,2,2025-05-04T21:17:41Z
@mredit2999,Les gars Enguerrand c’est mon cousin 🤩,0,2025-05-04T21:17:32Z
@catdje9858,"Il a de la chance le futur petit bébé de Caroline, il aura une maman géniale.",158,2025-05-04T21:17:30Z
@53n52,Bon ta vu squeezie on te kiffe mais la vie de ta mère avec tes 46 milliards tu nous claques 26 pubs en 1 vidéos wsh dose 1 a la fin 1 au milieu 1 au début fin ciao reste normal,1,2025-05-04T21:17:25Z
@C6drz,SD me fume de rire,0,2025-05-04T21:17:20Z
@Club890,"Non mais Tiakola sous-titré le la prochaine fois, il faut aucun effort !!",1,2025-05-04T21:17:16Z
@TheSharingan32,"Sérieux c'est le meilleur épisode depuis longtemps, les invités ils sont magnifiques !",3,2025-05-04T21:17:13Z
@Yxns27,Tant que je ne vois pas le feat avec Hamza Pvris et Walid Sax je ne serais pas heureux 😊,2,2025-05-04T21:17:12Z
@Elo_editanime,Moi qui avais des courbatures aux joues à force de rire 😂😂😂,0,2025-05-04T21:17:02Z
@Siol_youtube,C dans quel magasin les ciao ?,0,2025-05-04T21:17:00Z
@carloscoelhoferreirasteil7432,tiako c’est un enfant de 10 ans jsuis mdr,0,2025-05-04T21:16:51Z
@An0nyme-0g,Quel multiverse tiakola et sdm c incroyable 😳‼️,0,2025-05-04T21:16:48Z
@houitehuitre5772,"Déjà que les deux invité sont top les potentiels imposteur aussi merci 
Mais faut faire un énorme big up aux monteurs!!!
Faut les augmenter à minima ou au pire sucez  les moi",0,2025-05-04T21:16:45Z
@BEBEROO.esc1,Nan mais tiakola sous frozen on en parle pas assez par contre🤣,1,2025-05-04T21:16:40Z
@fashionbeautyandothers5971,Prochain épisode Koundé et Tchouaméni ou Koundé et Dembélé ça serait pépite,1,2025-05-04T21:16:37Z
@antadorable,C'EST UNE MASTERCLASS CETTE VIDEO 🤣,0,2025-05-04T21:16:25Z
@fnl_91,Wsh crazy le feat,0,2025-05-04T21:16:02Z
@Nay-bw9cg,Olalala ça c'est des guests ! Magnifique,0,2025-05-04T21:16:01Z
@patfaivre1468,"arrête jamais ce concept, c'est le meilleur",1,2025-05-04T21:16:00Z
@zazazaza2215,Mdrrrr incroyable la vidéo,0,2025-05-04T21:15:55Z
@YoSoyCarlito.,Le plan de fou sur le crâne de jean pierre a 44:29 m’a fumé 😂😂surtout celui de Arthur a 47:09😂🤣,0,2025-05-04T21:15:45Z
@Lililoub,"Mais pour l'énoncé de Frantz c'est pas du tout 27 minutes, c'est 1 heure et 38 minutes.",0,2025-05-04T21:15:35Z
@lecoindesther,Tiakola 😭😭😭,0,2025-05-04T21:15:34Z
@yefsenourari2135,Arezki avais raison l'autre a fumé de l'herbe la,0,2025-05-04T21:15:29Z
@veriteblessantes,"Le(ou les) monteur(s)sur 10?
:",0,2025-05-04T21:15:27Z
@mx5619,Ptdr le montage m'extermime ä chaque fois,2,2025-05-04T21:15:26Z
@Mzusta57,First,0,2025-05-04T21:15:26Z
@gonlafrapp5708,"comment sa des cocktails sans alcool??? , j'ai arrêter la vidéos a se moment direct! marre de se monde de fragile!",0,2025-05-04T21:15:25Z
@anthonyhausmann2141,Ah nan la phase de sdm qui dit que son oncle il faisait des claquettes bourré je peux plus 😂😂,1,2025-05-04T21:15:11Z
@gryf-te3cc,mskn Fergus ils ont meme pas dédicacé sa classe,1,2025-05-04T21:15:00Z
@pacovernay4371,Un cocktail sans alcool n'est pas un cocktail,1,2025-05-04T21:14:55Z
@tiffanyisalone,La 🥭,0,2025-05-04T21:14:54Z
@lucie-t5x,Tiakola et SDM sont hilarants ! on signe ou pour être ami avec eux ?,2,2025-05-04T21:14:52Z
@Salielalala10,Eh c'est une MASTERCLASS cette vidéo dinguerie !,1,2025-05-04T21:14:32Z
@rakotomalalawilliamantonio9747,JP : Cartadose 😂😂😂😂,0,2025-05-04T21:14:25Z
@huguescaillaud2411,Squeezie et sdm merci c est bien cool tiakola tu sert autant que ma couille en plastique,0,2025-05-04T21:14:24Z
@hugotalbot0107,Le montage quand Caroline raconte les opérations il est légendaire. J’ai tapé un mega fou rire. Merci,1,2025-05-04T21:14:15Z
@lounesnouaille5558,Meilleurs montage de cette série,0,2025-05-04T21:14:11Z
@noakimb.huberdeau3921,42:34 Wesh Comment SDM Il c calméééé 😂,3,2025-05-04T21:13:44Z
@chachasousou-bt8vu,"Incroyable 😂 le montage, les invités qui sont jamais d'accord, les imposteurs, les jobs, et même la sponso 😭 j'étais pliée",0,2025-05-04T21:13:26Z
@bougetlea8563,j'ai tellement ri,0,2025-05-04T21:13:24Z
@matthias3476,Hilarant,0,2025-05-04T21:13:20Z
@aberuabe2611,Robestine🖖🏾,1,2025-05-04T21:13:12Z
@thisma9568,LA MANGUEU !!!!!  😂😂😂,1,2025-05-04T21:13:11Z
@þor,L'utilité de tiakola dans la vidéo :,3,2025-05-04T21:13:07Z
@chainesupprimer202,Le chirurgien vieux là il ressemble à Jul,1,2025-05-04T21:13:07Z
@leana8189,"Mais Frantz s'est pas trompé en soit (enfin si il a oublié les 2 minutes de perdues) mais l'énoncé était pas clair, moi j'ai compris que chaque quartiers faisaient 2km donc 6km en tout à parcourir, lui aussi donc il a calculé comme ça, j'avais trouvé comme lui ! Et je me disais "" attends le mec marche et il fait 6km en 26 minutes ? Même en courant je suis pas sûr que ça soit possible 😭 ""
Effectivement si l'ensemble des quartiers fait 2km 26 minutes c'est plus réaliste ahah",0,2025-05-04T21:13:06Z
@ophelie9666,Sdm pq il imite tout le monde comme ça là,0,2025-05-04T21:12:56Z
@Miss_edittntzmk,OUI ENFIN LE RETOUR DE CE CONCEPTT🤩,1,2025-05-04T21:12:48Z
@manu420pothead,Un des plus drôle de tout les imposteur 😂,2,2025-05-04T21:12:46Z
@Jeremy-jb9ms,Ciao kombucha c est quand même mieux que Feestables,0,2025-05-04T21:12:38Z
@Petishov,Mangue,1,2025-05-04T21:12:17Z
@Artaak-Gaming,cette video ne donne pas envie de finir au bloc operatoire lol,0,2025-05-04T21:12:01Z
@kapaamatul5588,"Tiakola endormi il apporte rien , belle decouverte sdm en revanche",0,2025-05-04T21:11:59Z
@lucasrebreteau9213,😂😂😂 incroyable,0,2025-05-04T21:11:50Z
@emmamscf1865,Je voulais pas que ça se termine carrément 🤣 SDM il est giga drôle purée 😂,3,2025-05-04T21:11:36Z
@7eremy_16,C'est dispo au canada Ciao ?,0,2025-05-04T21:11:13Z
@HaechiYT,"Le montage sur Caroline, juste merci les monteurs je suis mort.",2,2025-05-04T21:11:08Z
@lemonchugourmand,"Mais Squeezie pourquoi t as pas mis une bouteille de ciao devant chaque invité??? Et meme les verres , faut les remplir de ta potion!!! Embauche moi dans ton marketing 😇",0,2025-05-04T21:11:07Z
@leinael,Mais quel banger🔥🔥,0,2025-05-04T21:10:42Z
@faitpastongars,"Pour les prof de math, ce n'est pas des problèmes de maths mais plus de la physique de 5eme",2,2025-05-04T21:10:31Z
@victoriacrefcoeur5090,"Un dimanche comme on aime finalement, merci Squeezie",0,2025-05-04T21:10:12Z
@e.x.y_03,J´aurais jamais autant rigolé sur une video aled😭,0,2025-05-04T21:10:07Z
@monamoon4914,Excellent 👌🏽 😂 😭😭,0,2025-05-04T21:10:05Z
@xlexnoel7571,J-P qui sort « j’ai 50 ans et 25 ans de métier » si tu as 12 ans d’étude je pense y a un souci,0,2025-05-04T21:09:57Z
@LesZ_oursOff,woaaah mdrr,0,2025-05-04T21:09:56Z
@ahikoe,ça fait 1h38 et pas 1h34 les frr,1,2025-05-04T21:09:50Z
@ArthurDiasdocabo,Théoreme de pythagore : si dans un triangle la longeur de l'hypothénus et égale a la somme des Carrée des deux autre coté alors le triangle est rectangle,0,2025-05-04T21:09:48Z
@marga_mld,Je suis la seule à me demander pourquoi les chirurgiens avaient des couvre chefs différents ? 😂,0,2025-05-04T21:09:46Z
@KillyanHarrau,Tiakola c vrmt un enfant jsuis mort,0,2025-05-04T21:09:32Z
@leena8587,Par contre on en parle du désintérêt de Tiakola dans toute la vidéo?,2,2025-05-04T21:09:27Z
@hmeedbnd1032,La mangue,0,2025-05-04T21:09:22Z
@manelpbworld,"INCROYABLEEEE OMGGGG !!!!❤❤❤ 
Trop drôle la vidéo le montage incroyable comme d’habitude ❤
Tout le monde était incroyable 😍",0,2025-05-04T21:09:22Z
@davidladerach814,waaah le monteur il s'est lâché sur celle la 😂😂😂,0,2025-05-04T21:09:17Z
@ethanbazil-yy1kb,"SVP faut créer une trend avc "" Le Mangueeeee""",1,2025-05-04T21:09:09Z
@louaslib4081,"Je rebondis sur un truc dit sur le ton de la blague mais si la prod passe par là, mettre un des parents de squeezie en imposteur serait drôle",0,2025-05-04T21:09:09Z
@camchristie_jkr,Je veux l’outro en sonnerie de téléphone. Merveilleuse vidéo et super taff des monteurs.,0,2025-05-04T21:09:09Z
@paologonzalez3922,Le montage devient legendaire. ❤ J'espere que vous etes au courant,0,2025-05-04T21:08:53Z
@sieurking3361,29:23 mais ques qu'il fait ? MDRRRRRRRRRRR,24,2025-05-04T21:08:51Z
@epik-o6f,tiako c'est vraiment le mec drole qu'il pense etre vrai,1,2025-05-04T21:08:44Z
@hugoptrr,Fais avec gazo et ninho prochaine fois 🙏🏻🙏🏻🙏🏻🙏🏻,0,2025-05-04T21:08:36Z
@Mamiii0_0,Il est trop drôle SDM jpp 😭🤣🤣,2,2025-05-04T21:08:33Z
@Yummyblvckh,On parle de la souffrance physique que SDM il INFLIGE à Squeeziz et Tiako 😂😂😂😂😂,0,2025-05-04T21:08:21Z
@androgame9373,La meilleur vidéo imposteur à mon goût,0,2025-05-04T21:08:13Z
@resistneo,"32:50 ce moment entre Moad et Tiakola, Jsuis mort ça fait 5 minutes je rigole",9,2025-05-04T21:08:06Z
@Stickcubic,"C'était sur que  c'était Jean-Pierre car il dit avoir 50 ans avec 25 ans de ""pratique"" donc sa voudrais dire qu'il aurait commencé a 25 ans et donc il aurait eu que 7 ans d'etude sur les 12.",0,2025-05-04T21:07:44Z
@waid2480,Il a invité tiakola et sdm dingue,0,2025-05-04T21:07:44Z
@llxxiioo,Jean Pierre c’est le seul qui gardait pas ses mains en stérile c’était cramé 😅,0,2025-05-04T21:07:43Z
@Salokin2vrai,la mangue 🥭,0,2025-05-04T21:07:42Z
@roxane_vn,"Tiakola il est sous coco non, parce qu’il agit trop bizarrement 😭 ou c’est sa personnalité ?",2,2025-05-04T21:07:41Z
@liligomez6191,Il est trop mignon Tiakola par contre vous vous moquez trop des participants c'est méchant desfois,0,2025-05-04T21:07:41Z
@StephanieMansuy,Frantz il était crame on voit pas Pythagore en 3eme mais en 4eme,0,2025-05-04T21:07:36Z
@scar_utm8,Pardon mais SDM j'en peux plus. Il est beaucoup trop drôle !,1,2025-05-04T21:07:23Z
@Benjamin-b3o,Faites peter le Robestine 🤣,0,2025-05-04T21:07:19Z
@Playy_mo,on veux les anecdotes de caroline elle respire la bonne vibes,0,2025-05-04T21:07:13Z
@PaulChallat,"SPOIL !

C’était sur que c’était JP à la fin car il y a 50 ans, il a dit ça fait 25 ans. Sachant qu’il faut 12 ans d’étude. Ça marchait pas dcp.",0,2025-05-04T21:07:03Z
@Arthur-claret,24:16 Non la réponse est 98 min (si on considère bien que chaque quartier fait 2km),0,2025-05-04T21:06:48Z
@kellyamoussou802,TCHIEEE TIAKOLA❤❤❤❤,0,2025-05-04T21:06:47Z
@Sele_316,Il était incroyable jcrois c’est celui où j’ai le plus ri 😂 et surtout wow le feat squeezie tiako incroyable,0,2025-05-04T21:06:39Z
@loloreel,Incroyable de voir la reconversion de Vincent Dedienne en chirurgien,0,2025-05-04T21:05:53Z
@Yolopatalo669-o6v,Tiakola il est def c suuur,0,2025-05-04T21:05:49Z
@Histabio,Pitié on veut les anecdotes de chir en entier sv0,0,2025-05-04T21:05:35Z
@shadow-probrawlstars2712,"Je crois que les deux profs de maths ont tort et cest 1h38 car 1,6h cest 1h36 et il perd 2 minutes je crois qu'ils ont fait 1h36-2 minutes=1h34 mais enfaite cest du temps en plus que ça lui prend cest donc 1h38",1,2025-05-04T21:05:34Z
@achille26,"Franchement le placement de produit cette fois ci est plutôt bien réalisé, c’est plus intéressant que les placements de produit qu’on voit tout le temps où le script est tjrs le même",0,2025-05-04T21:05:32Z
@S.Achraf,Trop bien la connexion / SD - SQUEZ - TIAKO !!!!!!!!!,0,2025-05-04T21:05:23Z
@ismaelmoriba4754,Pour la prochaine stp Naza Gradur 😂😂😂,0,2025-05-04T21:05:14Z
@jcparent4248,Il en fait un avec Mcfly et carlito!! Sa serait fou!!,0,2025-05-04T21:04:47Z
@feuaofficial3585,Tiakola il a l'air tellement stupide dans ce concept,0,2025-05-04T21:04:47Z
@basilethomin2441,"Merci Squeezie, tu nous régale toujours autant avec ces formats Qui est l’imposteur.",0,2025-05-04T21:04:47Z
@usercvxp,Purée j'ai bien rigolé,0,2025-05-04T21:04:35Z
@luciemuller4178,MDRRRR le meilleure de tout les imposteurs CETAIT HYPER DRÔLE caroline jtm,3,2025-05-04T21:04:29Z
@djobla6119,Tiako ils foncede là c pas possible?,1,2025-05-04T21:04:27Z
@veltroh7543,Oh le blanchiment la sponso de soit même c’est beau,0,2025-05-04T21:04:17Z
@P6-5,Ça me tue Tiakola il passe son temps à dormir 😂,3,2025-05-04T21:03:56Z
@Axel_on_top,32:45 le fou rire de dingue que j’ai eu🤣🤣🤣🤣,5,2025-05-04T21:03:55Z
@bratschok3803,Horrible le montage,0,2025-05-04T21:03:43Z
@maila_luz,Caroline je la veux comme chirurgienne elle est trop bonne vibes 🎉un rayon de soleil ☀️,2,2025-05-04T21:03:40Z
@Lamelo57,Ces quoi la casquette de tiakola,0,2025-05-04T21:03:35Z
@Lucas_2710-k7o,Moi qui attends le feat avec Helena 🧍‍♂️,0,2025-05-04T21:03:32Z
@alyssack8461,Tiakola c'est le gars agité au fond de la classe qui suis pas,0,2025-05-04T21:03:32Z
@AsReaPerYt,54:09 bah je pense qu’après celui avec mister puis celui avec Éric et ramzi j’ai jamais autant ris sur un épisode 🥲🙏🏼,7,2025-05-04T21:03:16Z
@neilvlogs4924,Le feat tellement improbable mais incroyable,0,2025-05-04T21:03:15Z
@tegfar_adam2935,Tiakola il est sous Frozen 🤣🤣🤣🤣,0,2025-05-04T21:02:53Z
@Gotgot5962,Mouai ….les invités bof,0,2025-05-04T21:02:52Z
@engue_glt5956,Jm’appelle enguerrand et je l’ai mal pris,0,2025-05-04T21:02:48Z
@joskimmrleboss,c'est archi drôle 😂,0,2025-05-04T21:02:47Z
@leat389,J’ai ouvert YouTube comment j’ai souris meilleur concept,0,2025-05-04T21:02:45Z
@lorneflorian,OREO !!!!!,0,2025-05-04T21:02:30Z
@ArthurEmeriau-v8q,Le jus de Victoire PTDRRRR,0,2025-05-04T21:02:28Z
@badreeply4131,Il fait quoi Tiakola à 29:28 mdr ?,2,2025-05-04T21:02:22Z
@armellerollier9835,Tiakola c'est comme Messi il est trop spécial,2,2025-05-04T21:02:20Z
@Chouby67,c'est des tueurs ah nan je suis cuit ,0,2025-05-04T21:02:18Z
@hitohito-nomi-modele-nika,Normale tiako il dit lavoir vu a la TV il a du le voir dans la vidéo de mac fly et Carlito quand il sont allez voir le père de mac fly avec SDM,0,2025-05-04T21:02:11Z
@zden9293,Je trouve que les 3 ceux complémentent tellement bien. Tellement marant 😂,0,2025-05-04T21:02:00Z
@isoline.almeida,"""a little bit"" avec l'instru de 50 cent on m'a perdue 😂😂😂😂😂😂",0,2025-05-04T21:01:59Z
@raaveers1338,Le montage quand Caroline raconte ses opérations sont juste goatesque gg au monteur.,943,2025-05-04T21:01:52Z
@palmitony,Big up aux monteurs qui ont fait un travail remarquable !!!,0,2025-05-04T21:01:52Z
@Bs-bv5zp,Déjà la vidéo de l’année,0,2025-05-04T21:01:51Z
@hugoletinevez5169,Faut le faire avk Mbappé,1,2025-05-04T21:01:47Z
@tf-shock76,"Les monteurs sur le passage de Caroline, c'est une dinguerie!!",1,2025-05-04T21:01:46Z
@Slacheur_Is_Back,Tiakola g été à ton concert le boss,0,2025-05-04T21:01:25Z
@Hinata.1718,Ou trouver le Kombucha ? Un site fiable pour la Belgique ?,0,2025-05-04T21:01:24Z
@Juless760,"Squeez, te cache pas derrière des probiotiques pour nous vendre de la bière frérot",0,2025-05-04T21:01:23Z
@chatn4085,Pour une fois que je n’en avais pas rien à foutre de sponso 😔😔,0,2025-05-04T21:01:20Z
@LookMeGeneve,Des barres cet épisode 😂😂😂,1,2025-05-04T21:01:16Z
@samimijomingoaat,41:19,0,2025-05-04T21:01:08Z
@barbarius6273,La meilleure série de vidéos ❤️,0,2025-05-04T21:01:02Z
@jujuvape,le Kombucha vient de russie...,0,2025-05-04T21:00:56Z
@Cosmonut-m5l,Le feat tiakola une turie svp faites que ça sois pas la dernière fois que on le voit sur la chaîne🙏🙏😍,0,2025-05-04T21:00:52Z
@regwenn71,41:00 on peut avoir le passage des anecdotes sans montage ?,4,2025-05-04T21:00:31Z
@Kekos_,36:12 Tiakola mdrrrrr 😂😂😂,0,2025-05-04T21:00:20Z
@alfoussenydrame8908,Tiakola il est dissipé 😂,2,2025-05-04T21:00:17Z
@Kingnicow,Excellent 😂😂,0,2025-05-04T21:00:12Z
@yukiaw6003,Magistrale,0,2025-05-04T21:00:04Z
@fox-_-9580,"C’est quoi c’est prof de maths tous fin, moi j’ai toujours eu des profs de math dodu qui sentent la cigarette 😂😂",1,2025-05-04T20:59:57Z
@louaslib4081,"Le génie de la prod réside aussi dans le choix des thématiques... Genre danseurs claquettes pour celle ci, mais prof de rigologie ou encore des ventriloques c'est tellement varié et drole!",376,2025-05-04T20:59:57Z
@celiaschoch5906,trop cool tiako avec sa casquette plate,0,2025-05-04T20:59:52Z
@raphaellmotard6675,C'est moi ou SDM a un air de ressemblance avec Cyril Gane ? 😮,0,2025-05-04T20:59:49Z
@Lauren-qw5ve,LA MANGUE 🥭 😂,0,2025-05-04T20:59:21Z
